month_start,account_id,cost_center_id,budget_amount
2024-04-01,A610200,CC109,-22913.91
2024-04-01,A610200,CC110,-12253.21
2024-04-01,A610200,CC111,-19511.89
2024-04-01,A610200,CC112,-19638.23
2024-04-01,A610200,CC113,-15602.51
2024-04-01,A610200,CC114,-22813.14
2024-04-01,A610200,CC115,-32026.31
2024-04-01,A610200,CC116,-21124.71
2024-04-01,A610200,CC117,-27360.1
2024-04-01,A610200,CC118,-21668.81
2024-04-01,A610200,CC119,-17809.04
2024-04-01,A610200,CC120,-17911.22
2024-04-01,A610200,CC121,-13747.84
2024-04-01,A610200,CC122,-13051.9
2024-04-01,A610200,CC123,-17591.25
2024-04-01,A610200,CC124,-13483.8
2024-04-01,A610200,CC125,-16225.1
2024-04-01,A610200,CC126,-18846.35
2024-04-01,A610200,CC127,-12711.97
2024-04-01,A610200,CC128,-11940.48
2024-04-01,A610200,CC129,-19763.79
2024-04-01,A610200,CC130,-14928.09
2024-04-01,A610200,CC131,-24519.78
2024-04-01,A610200,CC132,-27664.84
2024-04-01,A610200,CC133,-8184.33
2024-04-01,A610200,CC134,-21197.75
2024-04-01,A610200,CC135,-12796.77
2024-04-01,A610200,CC136,-11835.77
2024-04-01,A610200,CC137,-16364.05
2024-04-01,A610200,CC138,-26722.17
2024-04-01,A610200,CC139,-14280.69
2024-04-01,A610200,CC140,-14426.82
2024-04-01,A610200,CC141,-17391.35
2024-04-01,A610200,CC142,-30246.18
2024-04-01,A610200,CC143,-16848.74
2024-04-01,A610200,CC144,-24001.5
2024-04-01,A610300,CC100,-22376.92
2024-04-01,A610300,CC101,-19872.96
2024-04-01,A610300,CC102,-19591.2
2024-04-01,A610300,CC103,-23971.33
2024-04-01,A610300,CC104,-17867.59
2024-04-01,A610300,CC105,-20442.42
2024-04-01,A610300,CC106,-16845.62
2024-04-01,A610300,CC107,-15698.26
2024-04-01,A610300,CC108,-16794.36
2024-04-01,A610300,CC109,-29484.13
2024-04-01,A610300,CC110,-14657.87
2024-04-01,A610300,CC111,-18940.11
2024-04-01,A610300,CC112,-20954.61
2024-04-01,A610300,CC113,-12784.71
2024-04-01,A610300,CC114,-19701.53
2024-04-01,A610300,CC115,-21947.55
2024-04-01,A610300,CC116,-18647.27
2024-04-01,A610300,CC117,-23532.28
2024-04-01,A610300,CC118,-14474.92
2024-04-01,A610300,CC119,-18814.65
2024-04-01,A610300,CC120,-25635.56
2024-04-01,A610300,CC121,-19707.06
2024-04-01,A610300,CC122,-14940.09
2024-04-01,A610300,CC123,-9016.39
2024-04-01,A610300,CC124,-17538.24
2024-04-01,A610300,CC125,-14123.87
2024-04-01,A610300,CC126,-20442.81
2024-04-01,A610300,CC127,-18431.53
2024-04-01,A610300,CC128,-15305.72
2024-04-01,A610300,CC129,-24502.8
2024-04-01,A610300,CC130,-22692.9
2024-04-01,A610300,CC131,-20120.51
2024-04-01,A610300,CC132,-11849.46
2024-04-01,A610300,CC133,-28163.98
2024-04-01,A610300,CC134,-22388.33
2024-04-01,A610300,CC135,-29228.78
2024-04-01,A610300,CC136,-9163.22
2024-04-01,A610300,CC137,-20313.76
2024-04-01,A610300,CC138,-17239.46
2024-04-01,A610300,CC139,-20559.37
2024-04-01,A610300,CC140,-24200.83
2024-04-01,A610300,CC141,-23345.63
2024-04-01,A610300,CC142,-19052.2
2024-04-01,A610300,CC143,-25441.09
2024-04-01,A610300,CC144,-13587.66
2024-04-01,A610400,CC100,-17286.35
2024-04-01,A610400,CC101,-10255.98
2024-04-01,A610400,CC102,-18756.56
2024-04-01,A610400,CC103,-17606.88
2024-04-01,A610400,CC104,-23381.07
2024-04-01,A610400,CC105,-12914.06
2024-04-01,A610400,CC106,-16892.55
2024-04-01,A610400,CC107,-23279.74
2024-04-01,A610400,CC108,-18636.76
2024-04-01,A610400,CC109,-18233.11
2024-04-01,A610400,CC110,-9340.7
2024-04-01,A610400,CC111,-13928.36
2024-04-01,A610400,CC112,-18093.32
2024-04-01,A610400,CC113,-13072.39
2024-04-01,A610400,CC114,-5286.71
2024-04-01,A610400,CC115,-15594.25
2024-04-01,A610400,CC116,-10989.95
2024-04-01,A610400,CC117,-29543.63
2024-04-01,A610400,CC118,-17539.27
2024-04-01,A610400,CC119,-11724.72
2024-04-01,A610400,CC120,-19401.8
2024-04-01,A610400,CC121,-19084.13
2024-04-01,A610400,CC122,-15313.03
2024-04-01,A610400,CC123,-10454.07
2024-04-01,A610400,CC124,-22831.79
2024-04-01,A610400,CC125,-18215.98
2024-04-01,A610400,CC126,-21189.67
2024-04-01,A610400,CC127,-10079.88
2024-04-01,A610400,CC128,-23370.05
2024-04-01,A610400,CC129,-18093.51
2024-04-01,A610400,CC130,-24880.65
2024-04-01,A610400,CC131,-40256.89
2024-04-01,A610400,CC132,-30072.26
2024-04-01,A610400,CC133,-23094.09
2024-04-01,A610400,CC134,-15808.99
2024-04-01,A610400,CC135,-23998.32
2024-04-01,A610400,CC136,-12789.61
2024-04-01,A610400,CC137,-36402.89
2024-04-01,A610400,CC138,-19252.89
2024-04-01,A610400,CC139,-31226.6
2024-04-01,A610400,CC140,-18217.66
2024-04-01,A610400,CC141,-20344.97
2024-04-01,A610400,CC142,-24385.13
2024-04-01,A610400,CC143,-23588.19
2024-04-01,A610400,CC144,-13685.8
2024-04-01,A610500,CC100,-16910.64
2024-04-01,A610500,CC101,-20856.98
2024-04-01,A610500,CC102,-11462.89
2024-04-01,A610500,CC103,-17439.51
2024-04-01,A610500,CC104,-16088.2
2024-04-01,A610500,CC105,-20363.4
2024-04-01,A610500,CC106,-14131.35
2024-04-01,A610500,CC107,-19177.81
2024-04-01,A610500,CC108,-17911.06
2024-04-01,A610500,CC109,-17862.88
2024-04-01,A610500,CC110,-14797.16
2024-04-01,A610500,CC111,-20793.83
2024-04-01,A610500,CC112,-9662.12
2024-04-01,A610500,CC113,-12674.85
2024-04-01,A610500,CC114,-11991.21
2024-04-01,A610500,CC115,-15733.17
2024-04-01,A610500,CC116,-15356.49
2024-04-01,A610500,CC117,-10842.43
2024-04-01,A610500,CC118,-12732.39
2024-04-01,A610500,CC119,-21485.45
2024-04-01,A610500,CC120,-16965.0
2024-04-01,A610500,CC121,-27332.24
2024-04-01,A610500,CC122,-15664.09
2024-04-01,A610500,CC123,-15789.35
2024-04-01,A610500,CC124,-17779.49
2024-04-01,A610500,CC125,-17311.7
2024-04-01,A610500,CC126,-18157.85
2024-04-01,A610500,CC127,-19916.65
2024-04-01,A610500,CC128,-11486.45
2024-04-01,A610500,CC129,-17376.98
2024-04-01,A610500,CC130,-22520.13
2024-04-01,A610500,CC131,-15343.88
2024-04-01,A610500,CC132,-14857.02
2024-04-01,A610500,CC133,-12970.31
2024-04-01,A610500,CC134,-20400.44
2024-04-01,A610500,CC135,-17157.81
2024-04-01,A610500,CC136,-23110.59
2024-04-01,A610500,CC137,-21053.19
2024-04-01,A610500,CC138,-17500.77
2024-04-01,A610500,CC139,-17404.19
2024-04-01,A610500,CC140,-11455.18
2024-04-01,A610500,CC141,-15794.02
2024-04-01,A610500,CC142,-12200.81
2024-04-01,A610500,CC143,-9374.55
2024-04-01,A610500,CC144,-25817.32
2024-04-01,A610600,CC100,-27122.01
2024-04-01,A610600,CC101,-11839.92
2024-04-01,A610600,CC102,-13672.69
2024-04-01,A610600,CC103,-21593.72
2024-04-01,A610600,CC104,-17464.77
2024-04-01,A610600,CC105,-13434.43
2024-04-01,A610600,CC106,-17942.02
2024-04-01,A610600,CC107,-27838.71
2024-04-01,A610600,CC108,-19487.54
2024-04-01,A610600,CC109,-16936.66
2024-04-01,A610600,CC110,-19254.42
2024-04-01,A610600,CC111,-14690.24
2024-04-01,A610600,CC112,-24231.41
2024-04-01,A610600,CC113,-22196.79
2024-04-01,A610600,CC114,-20831.7
2024-04-01,A610600,CC115,-5398.21
2024-04-01,A610600,CC116,-19205.46
2024-04-01,A610600,CC117,-26208.7
2024-04-01,A610600,CC118,-12657.15
2024-04-01,A610600,CC119,-18348.49
2024-04-01,A610600,CC120,-16260.29
2024-04-01,A610600,CC121,-18563.48
2024-04-01,A610600,CC122,-12915.22
2024-04-01,A610600,CC123,-14206.43
2024-04-01,A610600,CC124,-10919.83
2024-04-01,A610600,CC125,-14160.82
2024-04-01,A610600,CC126,-16447.68
2024-04-01,A610600,CC127,-20661.1
2024-04-01,A610600,CC128,-19026.45
2024-04-01,A610600,CC129,-27258.17
2024-04-01,A610600,CC130,-11645.47
2024-04-01,A610600,CC131,-31577.25
2024-04-01,A610600,CC132,-25754.82
2024-04-01,A610600,CC133,-20660.68
2024-04-01,A610600,CC134,-15089.7
2024-04-01,A610600,CC135,-17242.74
2024-04-01,A610600,CC136,-11912.85
2024-04-01,A610600,CC137,-34960.49
2024-04-01,A610600,CC138,-21647.51
2024-04-01,A610600,CC139,-18892.88
2024-04-01,A610600,CC140,-17809.96
2024-04-01,A610600,CC141,-14515.04
2024-04-01,A610600,CC142,-16383.04
2024-04-01,A610600,CC143,-25502.2
2024-04-01,A610600,CC144,-25154.1
2024-04-01,A610700,CC100,-21034.51
2024-04-01,A610700,CC101,-15683.62
2024-04-01,A610700,CC102,-22120.11
2024-04-01,A610700,CC103,-15772.02
2024-04-01,A610700,CC104,-26614.92
2024-04-01,A610700,CC105,-21516.71
2024-04-01,A610700,CC106,-19315.95
2024-04-01,A610700,CC107,-13253.33
2024-04-01,A610700,CC108,-24276.84
2024-04-01,A610700,CC109,-17679.51
2024-04-01,A610700,CC110,-12326.84
2024-04-01,A610700,CC111,-29430.78
2024-04-01,A610700,CC112,-18541.57
2024-04-01,A610700,CC113,-20348.13
2024-04-01,A610700,CC114,-27086.67
2024-04-01,A610700,CC115,-18439.61
2024-04-01,A610700,CC116,-20696.23
2024-04-01,A610700,CC117,-16357.23
2024-04-01,A610700,CC118,-17018.24
2024-04-01,A610700,CC119,-17396.39
2024-04-01,A610700,CC120,-24277.97
2024-04-01,A610700,CC121,-11346.66
2024-04-01,A610700,CC122,-11508.03
2024-04-01,A610700,CC123,-19192.19
2024-04-01,A610700,CC124,-14655.5
2024-04-01,A610700,CC125,-23538.39
2024-04-01,A610700,CC126,-9165.64
2024-04-01,A610700,CC127,-21691.59
2024-04-01,A610700,CC128,-16760.45
2024-04-01,A610700,CC129,-19360.38
2024-04-01,A610700,CC130,-26030.09
2024-04-01,A610700,CC131,-15010.0
2024-04-01,A610700,CC132,-21440.25
2024-04-01,A610700,CC133,-14377.82
2024-04-01,A610700,CC134,-12204.45
2024-04-01,A610700,CC135,-23356.06
2024-04-01,A610700,CC136,-30009.82
2024-04-01,A610700,CC137,-15809.6
2024-04-01,A610700,CC138,-16738.79
2024-04-01,A610700,CC139,-19602.15
2024-04-01,A610700,CC140,-23103.05
2024-04-01,A610700,CC141,-17735.36
2024-04-01,A610700,CC142,-29668.38
2024-04-01,A610700,CC143,-12965.38
2024-04-01,A610700,CC144,-20262.98
2024-05-01,A410100,CC100,51487.51
2024-05-01,A410100,CC101,29140.34
2024-05-01,A410100,CC102,59517.9
2024-05-01,A410100,CC103,41616.46
2024-05-01,A410100,CC104,58566.88
2024-05-01,A410100,CC105,43752.19
2024-05-01,A410100,CC106,36433.47
2024-05-01,A410100,CC107,26732.18
2024-05-01,A410100,CC108,34753.49
2024-05-01,A410100,CC109,47897.15
2024-05-01,A410100,CC110,26339.82
2024-05-01,A410100,CC111,39471.57
2024-05-01,A410100,CC112,51713.45
2024-05-01,A410100,CC113,36237.76
2024-05-01,A410100,CC114,40498.36
2024-05-01,A410100,CC115,55661.82
2024-05-01,A410100,CC116,36765.19
2024-05-01,A410100,CC117,22618.71
2024-05-01,A410100,CC118,71758.07
2024-05-01,A410100,CC119,62109.54
2024-05-01,A410100,CC120,28635.82
2024-05-01,A410100,CC121,43886.19
2024-05-01,A410100,CC122,67319.04
2024-05-01,A410100,CC123,32826.97
2024-05-01,A410100,CC124,48507.54
2024-05-01,A410100,CC125,46596.06
2024-05-01,A410100,CC126,40589.08
2024-05-01,A410100,CC127,35534.21
2024-05-01,A410100,CC128,45741.28
2024-05-01,A410100,CC129,51067.98
2024-05-01,A410100,CC130,54927.59
2024-05-01,A410100,CC131,27151.35
2024-05-01,A410100,CC132,89827.45
2024-05-01,A410100,CC133,34908.35
2024-05-01,A410100,CC134,23665.62
2024-05-01,A410100,CC135,38487.24
2024-05-01,A410100,CC136,59207.89
2024-05-01,A410100,CC137,68038.05
2024-05-01,A410100,CC138,54065.31
2024-05-01,A410100,CC139,83086.1
2024-05-01,A410100,CC140,58964.38
2024-05-01,A410100,CC141,33966.86
2024-05-01,A410100,CC142,42230.97
2024-05-01,A410100,CC143,46580.65
2024-05-01,A410100,CC144,58225.55
2024-05-01,A410200,CC100,34934.26
2024-05-01,A410200,CC101,22933.04
2024-05-01,A410200,CC102,43528.97
2024-05-01,A410200,CC103,45838.14
2024-05-01,A410200,CC104,45080.58
2024-05-01,A410200,CC105,56664.29
2024-05-01,A410200,CC106,37517.86
2024-05-01,A410200,CC107,38731.98
2024-05-01,A410200,CC108,41263.4
2024-05-01,A410200,CC109,30915.38
2024-05-01,A410200,CC110,43565.14
2024-05-01,A410200,CC111,34438.38
2024-05-01,A410200,CC112,67515.8
2024-05-01,A410200,CC113,73199.82
2024-05-01,A410200,CC114,67244.64
2024-05-01,A410200,CC115,41833.64
2024-05-01,A410200,CC116,51662.95
2024-05-01,A410200,CC117,49249.81
2024-05-01,A410200,CC118,54021.75
2024-05-01,A410200,CC119,59297.48
2024-05-01,A410200,CC120,67453.4
2024-05-01,A410200,CC121,51641.83
2024-05-01,A410200,CC122,34939.46
2024-05-01,A410200,CC123,74690.31
2024-05-01,A410200,CC124,32100.68
2024-05-01,A410200,CC125,32216.68
2024-05-01,A410200,CC126,62454.92
2024-05-01,A410200,CC127,22611.24
2024-05-01,A410200,CC128,64069.92
2024-05-01,A410200,CC129,50214.52
2024-05-01,A410200,CC130,49220.31
2024-05-01,A410200,CC131,35121.83
2024-05-01,A410200,CC132,50578.17
2024-05-01,A410200,CC133,30377.7
2024-05-01,A410200,CC134,40436.28
2024-05-01,A410200,CC135,78885.15
2024-05-01,A410200,CC136,53368.48
2024-05-01,A410200,CC137,26602.53
2024-05-01,A410200,CC138,44522.49
2024-05-01,A410200,CC139,63379.67
2024-05-01,A410200,CC140,76708.68
2024-05-01,A410200,CC141,63587.36
2024-05-01,A410200,CC142,55069.8
2024-05-01,A410200,CC143,50324.15
2024-05-01,A410200,CC144,68332.36
2024-05-01,A410300,CC100,51620.35
2024-05-01,A410300,CC101,44062.05
2024-05-01,A410300,CC102,57574.92
2024-05-01,A410300,CC103,37652.65
2024-05-01,A410300,CC104,46727.24
2024-05-01,A410300,CC105,33900.39
2024-05-01,A410300,CC106,38076.58
2024-05-01,A410300,CC107,53112.71
2024-05-01,A410300,CC108,61981.44
2024-05-01,A410300,CC109,9860.0
2024-05-01,A410300,CC110,59197.22
2024-05-01,A410300,CC111,50783.49
2024-05-01,A410300,CC112,36304.93
2024-05-01,A410300,CC113,32373.81
2024-05-01,A410300,CC114,38232.78
2024-05-01,A410300,CC115,70767.36
2024-05-01,A410300,CC116,66681.97
2024-05-01,A410300,CC117,50724.09
2024-05-01,A410300,CC118,62655.11
2024-05-01,A410300,CC119,56845.11
2024-05-01,A410300,CC120,105250.92
2024-05-01,A410300,CC121,51571.75
2024-05-01,A410300,CC122,64914.04
2024-05-01,A410300,CC123,41277.12
2024-05-01,A410300,CC124,66968.8
2024-05-01,A410300,CC125,75928.4
2024-05-01,A410300,CC126,39019.82
2024-05-01,A410300,CC127,22901.37
2024-05-01,A410300,CC128,37089.66
2024-05-01,A410300,CC129,13611.82
2024-05-01,A410300,CC130,37777.46
2024-05-01,A410300,CC131,27508.33
2024-05-01,A410300,CC132,37032.74
2024-05-01,A410300,CC133,57515.04
2024-05-01,A410300,CC134,35932.94
2024-05-01,A410300,CC135,75235.3
2024-05-01,A410300,CC136,52069.37
2024-05-01,A410300,CC137,23047.54
2024-05-01,A410300,CC138,35925.15
2024-05-01,A410300,CC139,39694.16
2024-05-01,A410300,CC140,22200.97
2024-05-01,A410300,CC141,56651.25
2024-05-01,A410300,CC142,75197.66
2024-05-01,A410300,CC143,58463.79
2024-05-01,A410300,CC144,37994.74
2024-05-01,A510100,CC100,-33122.0
2024-05-01,A510100,CC101,-42424.6
2024-05-01,A510100,CC102,-27849.88
2024-05-01,A510100,CC103,-43602.32
2024-05-01,A510100,CC104,-35084.86
2024-05-01,A510100,CC105,-39454.02
2024-05-01,A510100,CC106,-31502.98
2024-05-01,A510100,CC107,-41810.3
2024-05-01,A510100,CC108,-47210.57
2024-05-01,A510100,CC109,-49294.1
2024-05-01,A510100,CC110,-25755.36
2024-05-01,A510100,CC111,-50640.99
2024-05-01,A510100,CC112,-14456.82
2024-05-01,A510100,CC113,-31270.45
2024-05-01,A510100,CC114,-44340.61
2024-05-01,A510100,CC115,-40595.36
2024-05-01,A510100,CC116,-44749.72
2024-05-01,A510100,CC117,-56895.94
2024-05-01,A510100,CC118,-46940.2
2024-05-01,A510100,CC119,-21696.58
2024-05-01,A510100,CC120,-37746.87
2024-05-01,A510100,CC121,-56877.88
2024-05-01,A510100,CC122,-36697.68
2024-05-01,A510100,CC123,-37808.21
2024-05-01,A510100,CC124,-30018.53
2024-05-01,A510100,CC125,-36826.1
2024-05-01,A510100,CC126,-40866.15
2024-05-01,A510100,CC127,-20157.44
2024-05-01,A510100,CC128,-31326.95
2024-05-01,A510100,CC129,-70554.15
2024-05-01,A510100,CC130,-38584.76
2024-05-01,A510100,CC131,-41555.68
2024-05-01,A510100,CC132,-29519.02
2024-05-01,A510100,CC133,-13554.67
2024-05-01,A510100,CC134,-47020.87
2024-05-01,A510100,CC135,-47818.25
2024-05-01,A510100,CC136,-48675.86
2024-05-01,A510100,CC137,-33872.76
2024-05-01,A510100,CC138,-32114.74
2024-05-01,A510100,CC139,-44792.76
2024-05-01,A510100,CC140,-30040.77
2024-05-01,A510100,CC141,-27197.15
2024-05-01,A510100,CC142,-31795.89
2024-05-01,A510100,CC143,-41445.29
2024-05-01,A510100,CC144,-35937.48
2024-05-01,A510200,CC100,-40655.81
2024-05-01,A510200,CC101,-35457.46
2024-05-01,A510200,CC102,-48699.46
2024-05-01,A510200,CC103,-41948.42
2024-05-01,A510200,CC104,-49031.81
2024-05-01,A510200,CC105,-9911.27
2024-05-01,A510200,CC106,-20681.91
2024-05-01,A510200,CC107,-30539.57
2024-05-01,A510200,CC108,-46356.27
2024-05-01,A510200,CC109,-45237.48
2024-05-01,A510200,CC110,-25233.66
2024-05-01,A510200,CC111,-36600.13
2024-05-01,A510200,CC112,-28068.76
2024-05-01,A510200,CC113,-30643.06
2024-05-01,A510200,CC114,-51497.02
2024-05-01,A510200,CC115,-26042.09
2024-05-01,A510200,CC116,-36321.47
2024-05-01,A510200,CC117,-38846.93
2024-05-01,A510200,CC118,-28137.73
2024-05-01,A510200,CC119,-43372.42
2024-05-01,A510200,CC120,-28708.09
2024-05-01,A510200,CC121,-38294.83
2024-05-01,A510200,CC122,-56125.41
2024-05-01,A510200,CC123,-36188.47
2024-05-01,A510200,CC124,-20690.11
2024-05-01,A510200,CC125,-29502.26
2024-05-01,A510200,CC126,-48907.18
2024-05-01,A510200,CC127,-37187.42
2024-05-01,A510200,CC128,-13114.34
2024-05-01,A510200,CC129,-16847.43
2024-05-01,A510200,CC130,-48436.96
2024-05-01,A510200,CC131,-48975.51
2024-05-01,A510200,CC132,-47230.24
2024-05-01,A510200,CC133,-43157.1
2024-05-01,A510200,CC134,-33095.6
2024-05-01,A510200,CC135,-15362.47
2024-05-01,A510200,CC136,-26926.4
2024-05-01,A510200,CC137,-36051.22
2024-05-01,A510200,CC138,-31922.43
2024-05-01,A510200,CC139,-37515.56
2024-05-01,A510200,CC140,-26409.14
2024-05-01,A510200,CC141,-46585.33
2024-05-01,A510200,CC142,-41174.84
2024-05-01,A510200,CC143,-48229.73
2024-05-01,A510200,CC144,-39478.74
2024-05-01,A510300,CC100,-14710.19
2024-05-01,A510300,CC101,-43968.78
2024-05-01,A510300,CC102,-34731.01
2024-05-01,A510300,CC103,-32331.89
2024-05-01,A510300,CC104,-25640.47
2024-05-01,A510300,CC105,-43556.59
2024-05-01,A510300,CC106,-32295.04
2024-05-01,A510300,CC107,-33931.99
2024-05-01,A510300,CC108,-23655.42
2024-05-01,A510300,CC109,-51639.32
2024-05-01,A510300,CC110,-54048.88
2024-05-01,A510300,CC111,-25226.2
2024-05-01,A510300,CC112,-33583.27
2024-05-01,A510300,CC113,-54902.17
2024-05-01,A510300,CC114,-24243.99
2024-05-01,A510300,CC115,-53143.14
2024-05-01,A510300,CC116,-37037.26
2024-05-01,A510300,CC117,-33041.51
2024-05-01,A510300,CC118,-26530.23
2024-05-01,A510300,CC119,-31734.66
2024-05-01,A510300,CC120,-36822.65
2024-05-01,A510300,CC121,-27205.85
2024-05-01,A510300,CC122,-52978.87
2024-05-01,A510300,CC123,-53294.53
2024-05-01,A510300,CC124,-31692.1
2024-05-01,A510300,CC125,-38001.88
2024-05-01,A510300,CC126,-38474.51
2024-05-01,A510300,CC127,-35855.54
2024-05-01,A510300,CC128,-27818.49
2024-05-01,A510300,CC129,-26584.38
2024-05-01,A510300,CC130,-39253.25
2024-05-01,A510300,CC131,-39278.81
2024-05-01,A510300,CC132,-46632.92
2024-05-01,A510300,CC133,-30321.96
2024-05-01,A510300,CC134,-25776.84
2024-05-01,A510300,CC135,-45231.43
2024-05-01,A510300,CC136,-30778.38
2024-05-01,A510300,CC137,-21776.75
2024-05-01,A510300,CC138,-47114.72
2024-05-01,A510300,CC139,-51400.01
2024-05-01,A510300,CC140,-33013.32
2024-05-01,A510300,CC141,-33938.96
2024-05-01,A510300,CC142,-46488.96
2024-05-01,A510300,CC143,-48491.49
2024-05-01,A510300,CC144,-31451.02
2024-05-01,A610100,CC100,-17657.5
2024-05-01,A610100,CC101,-17740.34
2024-05-01,A610100,CC102,-27578.83
2024-05-01,A610100,CC103,-17830.37
2024-05-01,A610100,CC104,-13559.38
2024-05-01,A610100,CC105,-10469.99
2024-05-01,A610100,CC106,-23018.52
2024-05-01,A610100,CC107,-3293.21
2024-05-01,A610100,CC108,-15956.96
2024-05-01,A610100,CC109,-17853.09
2024-05-01,A610100,CC110,-18396.28
2024-05-01,A610100,CC111,-11836.05
2024-05-01,A610100,CC112,-18051.97
2024-05-01,A610100,CC113,-18714.15
2024-05-01,A610100,CC114,-17800.09
2024-05-01,A610100,CC115,-28301.88
2024-05-01,A610100,CC116,-20490.36
2024-05-01,A610100,CC117,-21963.58
2024-05-01,A610100,CC118,-22071.61
2024-05-01,A610100,CC119,-24519.36
2024-05-01,A610100,CC120,-22266.39
2024-05-01,A610100,CC121,-21361.22
2024-05-01,A610100,CC122,-27564.41
2024-05-01,A610100,CC123,-27091.17
2024-05-01,A610100,CC124,-17917.9
2024-05-01,A610100,CC125,-23419.93
2024-05-01,A610100,CC126,-17659.76
2024-05-01,A610100,CC127,-17148.35
2024-05-01,A610100,CC128,-27671.06
2024-05-01,A610100,CC129,-22213.52
2024-05-01,A610100,CC130,-27471.91
2024-05-01,A610100,CC131,-26085.66
2024-05-01,A610100,CC132,-21712.46
2024-05-01,A610100,CC133,-18434.4
2024-05-01,A610100,CC134,-41138.59
2024-05-01,A610100,CC135,-20545.48
2024-05-01,A610100,CC136,-11128.67
2024-05-01,A610100,CC137,-10467.37
2024-05-01,A610100,CC138,-23018.03
2024-05-01,A610100,CC139,-21568.85
2024-05-01,A610100,CC140,-30258.84
2024-05-01,A610100,CC141,-21575.66
2024-05-01,A610100,CC142,-35539.85
2024-05-01,A610100,CC143,-16979.38
2024-05-01,A610100,CC144,-19575.78
2024-05-01,A610200,CC100,-13379.98
2024-05-01,A610200,CC101,-14151.01
2024-05-01,A610200,CC102,-17863.5
2024-05-01,A610200,CC103,-25716.56
2024-05-01,A610200,CC104,-19237.1
2024-05-01,A610200,CC105,-26149.29
2024-05-01,A610200,CC106,-8963.19
2024-05-01,A610200,CC107,-29259.12
2024-05-01,A610200,CC108,-24550.11
2024-05-01,A610200,CC109,-27089.85
2024-05-01,A610200,CC110,-34964.42
2024-05-01,A610200,CC111,-27855.34
2024-05-01,A610200,CC112,-19955.13
2024-05-01,A610200,CC113,-22356.98
2024-05-01,A610200,CC114,-16730.65
2024-05-01,A610200,CC115,-23413.16
2024-05-01,A610200,CC116,-15031.17
2024-05-01,A610200,CC117,-16942.34
2024-05-01,A610200,CC118,-17337.75
2024-05-01,A610200,CC119,-16084.9
2024-05-01,A610200,CC120,-24025.1
2024-05-01,A610200,CC121,-18657.48
2024-05-01,A610200,CC122,-20626.3
2024-05-01,A610200,CC123,-19747.18
2024-05-01,A610200,CC124,-13740.84
2024-05-01,A610200,CC125,-16717.83
2024-05-01,A610200,CC126,-13120.75
2024-05-01,A610200,CC127,-26575.02
2024-05-01,A610200,CC128,-19683.87
2024-05-01,A610200,CC129,-19438.13
2024-05-01,A610200,CC130,-16640.73
2024-05-01,A610200,CC131,-23063.06
2024-05-01,A610200,CC132,-23388.37
2024-05-01,A610200,CC133,-39069.95
2024-05-01,A610200,CC134,-7774.7
2024-05-01,A610200,CC135,-27765.86
2024-05-01,A610200,CC136,-18203.83
2024-05-01,A610200,CC137,-25763.71
2024-05-01,A610200,CC138,-13508.51
2024-05-01,A610200,CC139,-20554.75
2024-05-01,A610200,CC140,-19960.09
2024-05-01,A610200,CC141,-19283.26
2024-05-01,A610200,CC142,-24249.91
2024-05-01,A610200,CC143,-13501.21
2024-05-01,A610200,CC144,-20117.62
2024-05-01,A610300,CC100,-21021.24
2024-05-01,A610300,CC101,-17673.27
2024-05-01,A610300,CC102,-13394.86
2024-05-01,A610300,CC103,-12869.76
2024-05-01,A610300,CC104,-21266.42
2024-05-01,A610300,CC105,-26090.1
2024-05-01,A610300,CC106,-26145.32
2024-05-01,A610300,CC107,-11088.51
2024-05-01,A610300,CC108,-11132.58
2024-05-01,A610300,CC109,-28732.9
2024-05-01,A610300,CC110,-19291.16
2024-05-01,A610300,CC111,-19304.67
2024-05-01,A610300,CC112,-25902.09
2024-05-01,A610300,CC113,-14991.73
2024-05-01,A610300,CC114,-8316.71
2024-05-01,A610300,CC115,-16699.53
2024-05-01,A610300,CC116,-12077.68
2024-05-01,A610300,CC117,-22770.5
2024-05-01,A610300,CC118,-13067.41
2024-05-01,A610300,CC119,-15879.94
2024-05-01,A610300,CC120,-17697.15
2024-05-01,A610300,CC121,-11040.65
2024-05-01,A610300,CC122,-21437.03
2024-05-01,A610300,CC123,-21150.72
2024-05-01,A610300,CC124,-23593.65
2024-05-01,A610300,CC125,-14252.86
2024-05-01,A610300,CC126,-23787.35
2024-05-01,A610300,CC127,-21662.06
2024-05-01,A610300,CC128,-23200.19
2024-05-01,A610300,CC129,-22995.51
2024-05-01,A610300,CC130,-27571.57
2024-05-01,A610300,CC131,-19703.26
2024-05-01,A610300,CC132,-22113.13
2024-05-01,A610300,CC133,-22188.97
2024-05-01,A610300,CC134,-19328.3
2024-05-01,A610300,CC135,-22034.68
2024-05-01,A610300,CC136,-14201.25
2024-05-01,A610300,CC137,-12159.48
2024-05-01,A610300,CC138,-8188.63
2024-05-01,A610300,CC139,-17151.85
2024-05-01,A610300,CC140,-14590.13
2024-05-01,A610300,CC141,-19940.68
2024-05-01,A610300,CC142,-29203.78
2024-05-01,A610300,CC143,-17190.32
2024-05-01,A610300,CC144,-19710.85
2024-05-01,A610400,CC100,-28345.47
2024-05-01,A610400,CC101,-22133.1
2024-05-01,A610400,CC102,-27885.56
2024-05-01,A610400,CC103,-7728.5
2024-05-01,A610400,CC104,-24862.77
2024-05-01,A610400,CC105,-18255.5
